,charcount,wordcount,sentencecount,standby,number of standby,roadblock number,chars prodocued,words produced,sentences produced,chars deleted,words deleted,sentences deleted,change in charcount,change in wordcount,change in sentencecount,5rSUMMARY charcount,5rSUMMARY wordcount,5rSUMMARY sentencecount,5rSUMMARY standby,5rSUMMARY number of standby,5rSUMMARY roadblock number,5rSUMMARY words produced,5rSUMMARY sentences produced,5rSUMMARY words deleted,5rSUMMARY sentences deleted,5rSUMMARY change in wordcount,5rSUMMARY change in sentencecount
0,1,870,162,11,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,870,162,11,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,11.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,896,168,11,False,1,0,26.0,6.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,163.5,11.0,0.25,0.5,0.0,6.0,0.0,0.0,0.0,6.0,0.0
3,4,916,169,11,False,1,0,20.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,164.6,11.0,0.2,0.6,0.0,7.0,0.0,0.0,0.0,7.0,0.0
4,5,953,174,11,False,1,0,37.0,5.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0,166.16666666666666,11.0,0.1666666666666666,0.6666666666666666,0.0,12.0,0.0,0.0,0.0,12.0,0.0
5,6,953,175,11,False,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,167.42857142857142,11.0,0.1428571428571428,0.7142857142857143,0.0,13.0,0.0,0.0,0.0,13.0,0.0
6,7,953,175,11,True,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.375,11.0,0.25,0.875,0.0,13.0,0.0,0.0,0.0,13.0,0.0
7,8,953,175,11,True,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.11111111111111,11.0,0.3333333333333333,1.1111111111111112,0.0,13.0,0.0,0.0,0.0,13.0,0.0
8,9,953,175,11,True,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.7,11.0,0.4,1.4,0.0,13.0,0.0,0.0,0.0,13.0,0.0
9,10,953,175,11,True,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.1818181818182,11.0,0.4545454545454545,1.7272727272727273,0.0,13.0,0.0,0.0,0.0,13.0,0.0
10,11,953,175,11,True,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.58333333333334,11.0,0.5,2.083333333333333,0.0,13.0,0.0,0.0,0.0,13.0,0.0
11,12,954,176,11,False,6,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,171.0,11.0,0.4615384615384615,2.3846153846153846,0.0,14.0,0.0,0.0,0.0,14.0,0.0
12,13,976,178,11,False,6,0,22.0,2.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,171.5,11.0,0.4285714285714285,2.642857142857143,0.0,16.0,0.0,0.0,0.0,16.0,0.0
13,14,997,180,11,False,6,0,21.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,172.06666666666666,11.0,0.4,2.8666666666666667,0.0,18.0,0.0,0.0,0.0,18.0,0.0
14,15,1019,183,11,False,6,0,22.0,3.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,172.75,11.0,0.375,3.0625,0.0,21.0,0.0,0.0,0.0,21.0,0.0
15,16,1041,186,11,False,6,1,22.0,3.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,173.52941176470588,11.0,0.3529411764705882,3.235294117647059,0.0588235294117647,24.0,0.0,0.0,0.0,24.0,0.0
16,17,1047,186,12,False,6,1,6.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,174.22222222222223,11.055555555555555,0.3333333333333333,3.388888888888889,0.1111111111111111,24.0,1.0,0.0,0.0,24.0,1.0
17,18,1061,190,12,False,6,1,14.0,4.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,175.05263157894737,11.105263157894736,0.3157894736842105,3.526315789473684,0.1578947368421052,28.0,1.0,0.0,0.0,28.0,1.0
18,19,1109,198,12,False,6,1,48.0,8.0,0.0,48.0,8.0,0.0,0.0,0.0,0.0,176.2,11.15,0.3,3.65,0.2,36.0,1.0,0.0,0.0,36.0,1.0
19,20,1108,197,12,False,6,1,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,177.1904761904762,11.19047619047619,0.2857142857142857,3.761904761904762,0.238095238095238,36.0,1.0,1.0,0.0,35.0,1.0
20,21,1121,200,12,False,6,1,13.0,3.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,178.22727272727272,11.227272727272728,0.2727272727272727,3.863636363636364,0.2727272727272727,39.0,1.0,1.0,0.0,38.0,1.0
21,22,1139,202,12,False,6,1,18.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,179.2608695652174,11.26086956521739,0.2608695652173913,3.9565217391304346,0.3043478260869565,41.0,1.0,1.0,0.0,40.0,1.0
22,23,1166,206,12,False,6,1,27.0,4.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,180.375,11.291666666666666,0.25,4.041666666666667,0.3333333333333333,45.0,1.0,1.0,0.0,44.0,1.0
23,24,1184,208,12,False,6,1,18.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,181.48,11.32,0.24,4.12,0.36,47.0,1.0,1.0,0.0,46.0,1.0
24,25,1213,211,12,False,6,1,29.0,3.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,182.6153846153846,11.346153846153848,0.2307692307692307,4.1923076923076925,0.3846153846153846,50.0,1.0,1.0,0.0,49.0,1.0
25,26,1236,214,13,False,6,1,23.0,3.0,1.0,23.0,3.0,1.0,0.0,0.0,0.0,183.77777777777777,11.407407407407408,0.2222222222222222,4.25925925925926,0.4074074074074074,53.0,2.0,1.0,0.0,52.0,2.0
26,27,1253,218,13,False,6,1,17.0,4.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,185.0,11.464285714285714,0.2142857142857142,4.321428571428571,0.4285714285714285,57.0,2.0,1.0,0.0,56.0,2.0
27,28,1280,222,13,False,6,1,27.0,4.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,186.27586206896552,11.517241379310343,0.2068965517241379,4.379310344827586,0.4482758620689655,61.0,2.0,1.0,0.0,60.0,2.0
28,29,1309,227,13,False,6,1,29.0,5.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,187.63333333333333,11.566666666666666,0.2,4.433333333333334,0.4666666666666667,66.0,2.0,1.0,0.0,65.0,2.0
29,30,1323,230,13,False,6,1,14.0,3.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,189.0,11.612903225806452,0.1935483870967742,4.483870967741935,0.4838709677419355,69.0,2.0,1.0,0.0,68.0,2.0
30,31,1349,234,13,False,6,1,26.0,4.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,190.40625,11.65625,0.1875,4.53125,0.5,73.0,2.0,1.0,0.0,72.0,2.0
31,32,1374,237,13,False,6,1,25.0,3.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,191.8181818181818,11.696969696969695,0.1818181818181818,4.575757575757576,0.5151515151515151,76.0,2.0,1.0,0.0,75.0,2.0
32,33,1407,244,14,False,6,2,33.0,7.0,1.0,33.0,7.0,1.0,0.0,0.0,0.0,193.35294117647055,11.764705882352942,0.1764705882352941,4.617647058823529,0.5588235294117647,83.0,3.0,1.0,0.0,82.0,3.0
33,34,1410,244,14,False,6,2,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,194.8,11.82857142857143,0.1714285714285714,4.6571428571428575,0.6,83.0,3.0,1.0,0.0,82.0,3.0
34,35,1410,244,14,False,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.16666666666663,11.88888888888889,0.1666666666666666,4.694444444444445,0.6388888888888888,83.0,3.0,1.0,0.0,82.0,3.0
35,36,1410,244,14,True,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.45945945945945,11.945945945945946,0.1891891891891892,4.756756756756757,0.6756756756756757,83.0,3.0,1.0,0.0,82.0,3.0
36,37,1410,244,14,True,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.68421052631575,12.0,0.2105263157894736,4.842105263157895,0.7105263157894737,83.0,3.0,1.0,0.0,82.0,3.0
37,38,1410,244,14,True,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.84615384615384,12.051282051282053,0.2307692307692307,4.948717948717949,0.7435897435897436,83.0,3.0,1.0,0.0,82.0,3.0
38,39,1410,244,14,True,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.95,12.1,0.25,5.075,0.775,83.0,3.0,1.0,0.0,82.0,3.0
39,40,1410,244,14,True,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,12.146341463414634,0.2682926829268293,5.219512195121951,0.8048780487804879,83.0,3.0,1.0,0.0,82.0,3.0
40,41,1410,244,14,True,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,12.19047619047619,0.2857142857142857,5.380952380952381,0.8333333333333334,83.0,3.0,1.0,0.0,82.0,3.0
41,42,1410,244,14,True,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.95348837209303,12.232558139534884,0.3023255813953488,5.558139534883721,0.8604651162790697,83.0,3.0,1.0,0.0,82.0,3.0
42,43,1410,244,14,True,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.8636363636364,12.272727272727272,0.3181818181818182,5.75,0.8863636363636364,83.0,3.0,1.0,0.0,82.0,3.0
43,44,1410,244,14,True,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.7333333333333,12.311111111111112,0.3333333333333333,5.955555555555556,0.9111111111111112,83.0,3.0,1.0,0.0,82.0,3.0
44,45,1422,245,14,False,15,2,12.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,206.58695652173915,12.347826086956522,0.3260869565217391,6.152173913043479,0.9347826086956522,84.0,3.0,1.0,0.0,83.0,3.0
45,46,1430,247,14,False,15,2,8.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,207.4468085106383,12.382978723404255,0.3191489361702128,6.340425531914893,0.9574468085106383,86.0,3.0,1.0,0.0,85.0,3.0
46,47,1433,248,14,False,15,2,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,208.29166666666663,12.416666666666666,0.3125,6.520833333333333,0.9791666666666666,87.0,3.0,1.0,0.0,86.0,3.0
47,48,1440,247,14,False,15,2,7.0,-1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,209.08163265306123,12.448979591836734,0.3061224489795918,6.6938775510204085,1.0,87.0,3.0,2.0,0.0,85.0,3.0
48,49,1454,248,14,False,15,2,14.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,209.86,12.48,0.3,6.86,1.02,88.0,3.0,2.0,0.0,86.0,3.0
49,50,1462,250,14,False,15,3,8.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,210.64705882352945,12.509803921568627,0.2941176470588235,7.019607843137255,1.0588235294117647,90.0,3.0,2.0,0.0,88.0,3.0
50,51,1468,250,14,False,15,3,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,211.40384615384616,12.538461538461538,0.2884615384615384,7.173076923076923,1.0961538461538465,90.0,3.0,2.0,0.0,88.0,3.0
51,52,1468,250,14,False,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.1320754716981,12.566037735849056,0.2830188679245283,7.320754716981132,1.1320754716981132,90.0,3.0,2.0,0.0,88.0,3.0
52,53,1472,251,14,False,15,3,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,212.85185185185185,12.592592592592592,0.2777777777777778,7.462962962962963,1.1666666666666667,91.0,3.0,2.0,0.0,89.0,3.0
53,54,1472,251,14,False,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.54545454545453,12.61818181818182,0.2727272727272727,7.6,1.2,91.0,3.0,2.0,0.0,89.0,3.0
54,55,1472,251,14,True,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.2142857142857,12.642857142857142,0.2857142857142857,7.75,1.2321428571428572,91.0,3.0,2.0,0.0,89.0,3.0
55,56,1472,251,14,True,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.859649122807,12.666666666666666,0.2982456140350877,7.912280701754386,1.263157894736842,91.0,3.0,2.0,0.0,89.0,3.0
56,57,1472,251,14,True,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.48275862068965,12.689655172413794,0.3103448275862069,8.086206896551724,1.293103448275862,91.0,3.0,2.0,0.0,89.0,3.0
57,58,1471,251,14,False,18,3,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216.08474576271183,12.71186440677966,0.3050847457627119,8.254237288135593,1.3220338983050848,91.0,3.0,2.0,0.0,89.0,3.0
58,59,1500,257,14,False,18,3,29.0,6.0,0.0,29.0,6.0,0.0,0.0,0.0,0.0,216.76666666666668,12.733333333333333,0.3,8.416666666666666,1.35,97.0,3.0,2.0,0.0,95.0,3.0
59,60,1524,261,14,False,18,3,24.0,4.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,218.41666666666663,12.783333333333331,0.3,8.716666666666667,1.4,101.0,3.0,2.0,0.0,99.0,3.0
60,61,1524,261,14,False,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.06666666666663,12.833333333333334,0.3,9.016666666666667,1.45,101.0,3.0,2.0,0.0,99.0,3.0
61,62,1541,261,14,False,18,3,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,221.71666666666667,12.883333333333333,0.2833333333333333,9.3,1.5,101.0,3.0,2.0,0.0,99.0,3.0
62,63,1559,264,14,False,18,3,18.0,3.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,223.31666666666663,12.933333333333334,0.2833333333333333,9.583333333333334,1.55,98.0,3.0,2.0,0.0,96.0,3.0
63,64,1559,264,14,False,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9,12.983333333333333,0.2833333333333333,9.866666666666667,1.6,97.0,3.0,2.0,0.0,95.0,3.0
64,65,1570,267,14,False,18,3,11.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,226.45,13.033333333333331,0.2833333333333333,10.15,1.65,95.0,3.0,2.0,0.0,93.0,3.0
65,66,1577,267,14,False,18,3,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,227.9833333333333,13.083333333333334,0.2833333333333333,10.433333333333334,1.7,94.0,3.0,2.0,0.0,92.0,3.0
66,67,1577,267,14,False,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.51666666666668,13.133333333333333,0.2666666666666666,10.7,1.7666666666666666,94.0,3.0,2.0,0.0,92.0,3.0
67,68,1577,267,14,True,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.05,13.183333333333334,0.2666666666666666,10.966666666666669,1.8333333333333333,94.0,3.0,2.0,0.0,92.0,3.0
68,69,1587,267,14,False,19,4,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,232.58333333333331,13.233333333333333,0.25,11.216666666666669,1.9,94.0,3.0,2.0,0.0,92.0,3.0
69,70,1615,271,14,False,19,4,28.0,4.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,234.1833333333333,13.283333333333331,0.2333333333333333,11.45,1.9666666666666663,98.0,3.0,2.0,0.0,96.0,3.0
70,71,1619,273,14,False,19,4,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,235.81666666666663,13.333333333333334,0.2166666666666666,11.666666666666666,2.033333333333333,100.0,3.0,2.0,0.0,98.0,3.0
71,72,1619,273,14,False,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.4333333333333,13.383333333333333,0.2166666666666666,11.883333333333333,2.1,99.0,3.0,2.0,0.0,97.0,3.0
72,73,1591,267,14,False,19,4,-28.0,-6.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,238.91666666666663,13.433333333333334,0.2166666666666666,12.1,2.1666666666666665,97.0,3.0,8.0,0.0,89.0,3.0
73,74,1586,266,14,False,19,4,-5.0,-1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,240.35,13.483333333333333,0.2166666666666666,12.316666666666666,2.2333333333333334,95.0,3.0,9.0,0.0,86.0,3.0
74,75,1601,269,14,False,19,4,15.0,3.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,241.78333333333333,13.533333333333331,0.2166666666666666,12.533333333333331,2.3,95.0,3.0,9.0,0.0,86.0,3.0
75,76,1626,273,15,False,19,4,25.0,4.0,1.0,25.0,4.0,1.0,0.0,0.0,0.0,243.2333333333333,13.6,0.2166666666666666,12.75,2.35,96.0,4.0,9.0,0.0,87.0,4.0
76,77,1642,276,15,False,19,4,16.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,244.7333333333333,13.65,0.2166666666666666,12.966666666666669,2.4,99.0,3.0,9.0,0.0,90.0,3.0
77,78,1642,276,15,False,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.16666666666663,13.7,0.2166666666666666,13.183333333333334,2.45,95.0,3.0,9.0,0.0,86.0,3.0
78,79,1642,276,15,True,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.46666666666667,13.75,0.2333333333333333,13.416666666666666,2.5,87.0,3.0,9.0,0.0,78.0,3.0
79,80,1660,278,15,False,20,4,18.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,248.81666666666663,13.8,0.2333333333333333,13.65,2.55,89.0,3.0,8.0,0.0,81.0,3.0
80,81,1660,278,15,False,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.11666666666667,13.85,0.2333333333333333,13.883333333333333,2.6,86.0,3.0,8.0,0.0,78.0,3.0
81,82,1661,278,15,False,20,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,251.38333333333333,13.9,0.2333333333333333,14.116666666666667,2.6666666666666665,84.0,3.0,8.0,0.0,76.0,3.0
82,83,1631,273,15,False,20,5,-30.0,-5.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,252.5,13.95,0.2333333333333333,14.35,2.7333333333333334,80.0,3.0,13.0,0.0,67.0,3.0
83,84,1631,273,15,False,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.58333333333331,14.0,0.2333333333333333,14.583333333333334,2.816666666666667,78.0,3.0,13.0,0.0,65.0,3.0
84,85,1623,271,15,False,20,6,-8.0,-2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,254.58333333333331,14.05,0.2333333333333333,14.816666666666666,2.9,75.0,3.0,15.0,0.0,60.0,3.0
85,86,1640,273,15,False,20,6,17.0,2.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,255.56666666666663,14.083333333333334,0.2333333333333333,15.05,2.9833333333333334,74.0,2.0,15.0,0.0,59.0,2.0
86,87,1663,279,15,False,20,6,23.0,6.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,256.5833333333333,14.116666666666667,0.2333333333333333,15.283333333333331,3.066666666666667,76.0,2.0,15.0,0.0,61.0,2.0
87,88,1684,282,15,False,20,6,21.0,3.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,257.5833333333333,14.15,0.2333333333333333,15.516666666666667,3.15,75.0,2.0,15.0,0.0,60.0,2.0
88,89,1697,282,16,False,20,6,13.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,258.5,14.2,0.2333333333333333,15.75,3.2333333333333334,70.0,3.0,15.0,0.0,55.0,3.0
89,90,1697,282,16,False,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.3666666666667,14.25,0.2333333333333333,15.983333333333333,3.316666666666667,67.0,3.0,15.0,0.0,52.0,3.0
90,91,1697,282,16,True,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.1666666666667,14.3,0.25,16.233333333333334,3.4,63.0,3.0,15.0,0.0,48.0,3.0
91,92,1703,282,16,False,21,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,260.9166666666667,14.35,0.25,16.483333333333334,3.4833333333333334,60.0,3.0,15.0,0.0,45.0,3.0
92,93,1703,282,16,False,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.55,14.383333333333333,0.25,16.733333333333334,3.55,53.0,2.0,15.0,0.0,38.0,2.0
93,94,1703,282,16,True,22,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.18333333333334,14.416666666666666,0.2666666666666666,17.0,3.6166666666666663,53.0,2.0,15.0,0.0,38.0,2.0
94,95,1703,280,16,True,23,6,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,262.78333333333336,14.45,0.2833333333333333,17.283333333333335,3.683333333333333,53.0,2.0,17.0,0.0,36.0,2.0
95,96,1706,282,16,False,23,6,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,263.4166666666667,14.483333333333333,0.2666666666666666,17.55,3.75,55.0,2.0,17.0,0.0,38.0,2.0
96,97,1706,282,16,False,23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.05,14.516666666666667,0.25,17.8,3.816666666666667,55.0,2.0,17.0,0.0,38.0,2.0
97,98,1707,281,16,False,23,6,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,264.6666666666667,14.55,0.2333333333333333,18.03333333333333,3.883333333333333,55.0,2.0,18.0,0.0,37.0,2.0
98,99,1706,282,16,False,23,6,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,265.3,14.583333333333334,0.2166666666666666,18.25,3.95,56.0,2.0,18.0,0.0,38.0,2.0
99,100,1710,282,16,False,23,6,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,265.93333333333334,14.616666666666667,0.2,18.45,4.016666666666667,56.0,2.0,18.0,0.0,38.0,2.0
